ID,Reference,Journal,Year,Main Author,Country,latitude,longitude,OrganicCarbonClassification,controlmean,controlsd,treatmentmean,treatmentsd,controln,treatmentn,Notillageyears,fertilize kgN/ha,monoculture,Layer,layer,Altitude-m,MAT°C,MAP mm,BD,soil types,pH,Texture
334,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,POC,2.46,0.451537087,2.02,0.529415565,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
335,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,POC,2.06,0.378116423,1.63,0.427201668,3,3,13,,No,20-40,Sub,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
336,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,SOC,11.87772926,2.013294848,15.02183406,3.163755576,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
337,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,SOC,11.52838428,1.954080293,10.13100437,2.133695621,3,3,19,,Yes,0-20,Top,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
338,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.74166667,0.771666667,SOC,11.1790393,1.894865739,9.6069869,2.023332054,3,3,19,,Yes,20-40,Sub,259,14.49166671,355,1.730000019,"Hypercalcic
Calcisol",8.5,loam
339,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,SOC,10.95652174,1.857148643,13.39130435,2.820348942,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
340,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,SOC,10.95652174,1.857148643,10.43478261,2.1976745,3,3,19,,No,0-20,Top,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
341,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.73944444,0.775,SOC,10.43478261,1.768712993,9.913043478,2.087790775,3,3,19,,No,20-40,Sub,259,14.51666677,355,1.730000019,"Hypercalcic
Calcisol",8.4,loam
342,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,SOC,10.48034934,1.77643663,15.02183406,3.163755576,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
343,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,SOC,9.781659389,1.658007522,10.65502183,2.244059187,3,3,10,,Yes,0-20,Top,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
344,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.72277778,0.355277778,SOC,9.6069869,1.628400245,9.956331878,2.096907765,3,3,10,,Yes,20-40,Sub,422,14.92499991,433,1.789999962,"Hypocalcic
Calcisol",8.4,siltyloam
345,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,SOC,10.43478261,1.768712993,13.04347826,2.747093125,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
346,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,SOC,9.043478261,1.532884594,9.391304348,1.97790705,3,3,9,,Yes,0-20,Top,431,14.95833337,468,1.710000038,"Calcaric
Cambisol",8.6,sandyloam
347,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,41.96444444,0.083333333,SOC,8,1.356013295,8.52173913,1.794767508,3,3,9,,Yes,20-40,Sub,431,14.95833337,468,1.74000001,"Calcaric
Cambisol",8.6,sandyloam
348,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,SOC,16.59388646,2.812691332,19.56331878,4.120239819,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
349,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,SOC,15.02183406,2.546225837,14.49781659,3.053392009,3,3,19,,Yes,0-20,Top,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
350,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.56194444,1.123888889,SOC,13.79912664,2.338974897,13.27510917,2.79587702,3,3,19,,Yes,20-40,Sub,860,6.616666628,676,1.75,"Haplic
Calcisol",8.3,siltyclayloam
351,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,SOC,12.69565217,2.151934141,13.2173913,2.783721033,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
352,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,SOC,10.60869565,1.798191543,9.913043478,2.087790775,3,3,13,,No,0-20,Top,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
353,Long-term no-tillage effects on particulate and mineral-associated soil organic matter under rainfed Mediterranean conditions,Soil Use and Management,2013,N. Blanco‐Moure,Spain,42.59611111,0.994166667,SOC,9.913043478,1.680277343,9.565217391,2.014534958,3,3,13,,No,20-40,Sub,526,1.683333308,741,1.720000029,"Hypocalcic
Calcisol",8.2,loam
354,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,MAOC,7.09,1.692109911,7.89,1.874988954,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
355,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,MAOC,6.06,1.446288584,6.28,1.492386646,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
356,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,MAOC,7.09,1.692109911,6.58,1.563679001,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
357,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,MAOC,6.06,1.446288584,6.64,1.577937472,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
358,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,POC,1.4,0.256972326,1.93,0.505827742,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
359,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,POC,1.38,0.253301293,1.71,0.448168621,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
360,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,POC,1.4,0.256972326,2.13,0.558245125,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
361,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,POC,1.38,0.253301293,1.85,0.484860789,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
362,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,SOC,8.539325843,1.447429921,9.775280899,2.058776533,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
363,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,SOC,8.539325843,1.447429921,8.651685393,1.822135552,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
364,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,SOC,7.772925764,1.317523834,8.034934498,1.692241354,5,5,18,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
365,"Physicogenic and biogenic aggregates under different management systems in the Cerrado region, Brazil",Revista Brasileira De Ciência Do Solo,2021,Luiz Alberto da Silva Rodrigues Pinto,Brazil,-19.652825,-47.97101389,SOC,7.772925764,1.317523834,8.471615721,1.784210993,5,5,6,200,No,0-20,Top,800,22.6,1600,1.99000001,Typic Hapludox,5.5,clay
366,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,MAOC,13.57677924,3.240254263,14.01685416,3.33098184,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
367,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,MAOC,13.59550584,3.244723579,12.90262193,3.066194373,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
368,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,MAOC,11.97565562,2.858127726,12.13483166,2.883735782,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
369,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,POC,1.076779044,0.197644582,1.32022474,0.346013627,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
370,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,POC,0.599250946,0.109993507,0.411985025,0.107975884,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
371,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,POC,0.252808993,0.046403511,0.318352065,0.08343591,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
372,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,SOC,21.94214876,2.066115702,23.47107438,3.140495868,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
373,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,SOC,20.04132231,0.909090909,18.55371901,2.644628099,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
374,Soil organic carbon dynamics under different tillage systems in rotations with perennial pastures,Soil and Tillage Research,2014,L. Salvo,Uruguay,-32.35,-58.03333333,SOC,17.31404959,1.694214876,18.09917355,3.05785124,3,3,10,,No,0-20,Top,35,17,1204,1.779999971,"a fine, mixed, active, thermic Typic Argiudoll",5.7,clayloam
375,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,4.59,1.095456205,4.83,1.147806926,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
376,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,4.59,1.095456205,4.79,1.138301279,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
377,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,4.44,1.059656983,4.61,1.095525866,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
378,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,5.2,1.241039709,5.43,1.290391638,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
379,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,5.02,1.198080642,5.29,1.257121872,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
380,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,MAOC,4.69,1.119322353,4.91,1.166818221,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
381,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,1.6,0.293682658,1.93,0.505827742,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
382,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,1.67,0.306531275,1.86,0.487481658,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
383,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,1.53,0.280834042,1.68,0.440306014,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
384,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,2.32,0.425839855,2.42,0.63425033,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
385,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,2.19,0.401978139,2.41,0.631629461,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
386,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,POC,1.94,0.356090223,2.09,0.547761648,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
387,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,5.557281553,0.941968459,5.781553398,1.217655695,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
388,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,5.598058252,0.948880177,5.747572816,1.210499029,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
389,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,5.54368932,0.939664552,5.686407767,1.197617029,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
390,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,6.203738318,1.051543954,6.36728972,1.341017899,3,3,4,,Yes,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
391,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,6.190654206,1.049326176,6.308411215,1.328617469,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
392,Soil organic carbon sequestration and modeling under conservation tillage and cropping systems in a rainfed agriculture,European Journal of Agronomy,2023,Sana ur Rehman,Pakistan,32.16666667,73.91666667,SOC,6.053271028,1.026039499,6.223364486,1.310705737,3,3,4,,No,0-20,Top,215,23.14999986,350,1.679999948,,7.87,sandyloam
393,Stover management modifies soil organic carbon dynamics in the short-term under semiarid continuous maize,Soil and Tillage Research,2021,Jorge Álvaro-Fuentes,Spain,41.7,0.816666667,MAOC,7.42,1.770868201,7.35,1.746662714,3,3,5,269,Yes,0-20,Top,225,14.1,298,1.830000043,Typical Xerofluvent,7.9,siltyloam
394,Stover management modifies soil organic carbon dynamics in the short-term under semiarid continuous maize,Soil and Tillage Research,2021,Jorge Álvaro-Fuentes,Spain,41.7,0.816666667,POC,1.43,0.262478876,1.38,0.36167994,3,3,5,269,Yes,0-20,Top,225,14.1,298,1.830000043,Typical Xerofluvent,7.9,siltyloam
395,Stover management modifies soil organic carbon dynamics in the short-term under semiarid continuous maize,Soil and Tillage Research,2021,Jorge Álvaro-Fuentes,Spain,41.7,0.816666667,SOC,8.85,1.500089707,8.73,1.838629428,3,3,5,269,Yes,0-20,Top,225,14.1,298,1.830000043,Typical Xerofluvent,7.9,siltyloam
396,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,MAOC,13.36448598,3.189588038,13.55140187,3.220371207,3,3,5,60,No,0-20,Top,1014,26,1500,1.07,"Typic
Haplustox",5,clay
397,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,MAOC,13.94230769,3.327491824,16.63461538,3.953069722,3,3,5,60,No,0-20,Top,1014,26,1500,1.04,"Typic
Haplustox",4.7,clay
398,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,MAOC,13.27102804,3.167283226,14.76635514,3.509094142,3,3,5,60,No,20-40,Sub,1014,26,1500,1.07,"Typic
Haplustox",4.8,sandyloam
399,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,POC,6.635514019,1.217959623,9.158878505,2.400422195,3,3,5,60,No,0-20,Top,1014,26,1500,1.07,"Typic
Haplustox",5,clay
400,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,POC,6.730769231,1.235443875,3.942307692,1.033227254,3,3,5,60,No,0-20,Top,1014,26,1500,1.04,"Typic
Haplustox",4.7,clay
401,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,POC,3.130841121,0.57467109,3.411214953,0.894034797,3,3,5,60,No,20-40,Sub,1014,26,1500,1.07,"Typic
Haplustox",4.8,sandyloam
402,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,SOC,20.09345794,3.405874513,22.71028037,4.783022889,3,3,5,60,No,0-20,Top,1014,26,1500,1.07,"Typic
Haplustox",5,clay
403,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,SOC,20.76923077,3.52041913,20.57692308,4.3337155,3,3,5,60,No,0-20,Top,1014,26,1500,1.04,"Typic
Haplustox",4.7,clay
404,Stratification ratio of organic matter pools influenced by management systems in a weathered Oxisol from a tropical agro-ecoregion in Brazil,Soil Research,2013,C. C. Figueiredo,Brazil,-15.59166667,-47.7,SOC,16.40186916,2.780144079,18.13084112,3.818545023,3,3,5,60,No,20-40,Sub,1014,26,1500,1.07,"Typic
Haplustox",4.8,sandyloam
405,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,MAOC,11.019879,2.630020659,11.1639297,2.653009491,3,3,8,,No,0-20,Top,725,23.8,1581,,"Sandy clay loam
haplic ferralsol",5.1,clayloam
406,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,MAOC,18.58254105,4.434936798,18.65456641,4.433093278,3,3,8,,No,0-20,Top,725,24.8,1929,,"Clayey rhodic
ferralsol",5.2,clay
407,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,POC,3.74181024,0.686815486,4.528027178,1.186736666,3,3,8,,No,0-20,Top,725,23.8,1581,,"Sandy clay loam
haplic ferralsol",5.1,clayloam
408,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,POC,2.183935938,0.40086507,3.363261344,0.881466784,3,3,8,,No,0-20,Top,725,24.8,1929,,"Clayey rhodic
ferralsol",5.2,clay
409,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,SOC,14.75769231,2.501453371,15.68846154,4.111740457,3,3,8,,No,0-20,Top,725,23.8,1581,,"Sandy clay loam
haplic ferralsol",5.1,clayloam
410,Tillage Effects on Particulate and Mineral‐Associated Organic Matter in Two Tropical Brazilian Soils,Communications in Soil Science and Plant Analysis,2006,Cimélio Bayer,Brazil,-16.665,-49.28583333,SOC,20.76153846,3.519115271,22.01692308,4.636994581,3,3,8,,No,0-20,Top,725,24.8,1929,,"Clayey rhodic
ferralsol",5.2,clay
411,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,MAOC,6.54,1.560846096,6.7,1.592195943,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
412,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,MAOC,5.37,1.281612161,6.12,1.454364056,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
413,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,MAOC,4.09,0.976125464,2.98,0.708170733,4,4,40,67,Yes,20-40,Sub,113,15.6,1300,1.779999971,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,loam
414,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,MAOC,2.79,0.665865536,1.63,0.387355133,4,4,40,67,Yes,40-60,Sub,113,15.6,1300,1.840000033,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,clayloam
415,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,POC,1.12,0.205577861,3.86,1.011655485,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
416,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,POC,0.44,0.080762731,0.8,0.209669531,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
